0.340303,0.354453
0.498895,0.816670
0.338490,0.709981
0.421483,0.563287
0.507893,0.482530
0.606315,0.761483
0.262021,0.610384
0.520924,0.552107
0.057304,0.334014
0.568128,0.443144
0.287392,0.187865
0.586760,0.153935
0.097416,0.340054
0.538242,0.655060
0.158654,0.149894
0.511219,0.154215
0.935553,0.060167
0.426083,0.821065
0.728939,0.105813
0.819899,0.604683
0.230241,0.375955
0.615008,0.462319
0.437187,0.753350
0.312363,0.913032
0.793638,0.899106
0.417183,0.054428
0.177951,0.197542
0.896159,0.937592
0.166340,0.077024
0.402226,0.108379
0.325682,0.758371
0.688757,0.177057
0.298499,0.156945
0.361139,0.735594
0.863243,0.665579
0.308516,0.420275
0.694097,0.264771
0.779555,0.905239
0.512185,0.434011
0.473593,0.897996
0.205261,0.112464
0.061298,0.271197
0.468152,0.339227
0.145921,0.332193
0.462527,0.878408
0.231650,0.675855
0.219733,0.938081
0.295960,0.868577
0.542256,0.752988
0.246925,0.575314
0.496231,0.861258
0.101066,0.066852
0.880891,0.373813
0.229663,0.185174
0.398312,0.653239
0.358739,0.605882
0.895222,0.664851
0.546697,0.452719
0.573834,0.755180
0.479500,0.749940
0.798851,0.546942
0.214230,0.438669
0.321684,0.094866
0.511306,0.681072
0.438088,0.308254
0.918404,0.096001
0.808779,0.728536
0.889688,0.435473
0.442089,0.790217
0.165171,0.335926
0.416868,0.090041
0.206852,0.794664
0.867669,0.594826
0.221331,0.803614
0.568073,0.180387
0.378268,0.130365
0.154202,0.618243
0.447332,0.058396
0.613334,0.663616
0.587247,0.078460
0.647770,0.196512
0.912992,0.171554
0.364402,0.571840
0.514133,0.573586
0.285441,0.656818
0.619008,0.781934
0.389363,0.560751
0.573034,0.468839
0.813390,0.754933
0.509734,0.291627
0.151891,0.280126
0.138841,0.457108
0.584839,0.816046
0.713867,0.185059
0.848801,0.716656
0.493696,0.120859
0.454198,0.854318
0.368327,0.293040
0.355276,0.454729
0.122414,0.398565
0.586431,0.811458
0.832634,0.314964
0.326739,0.082402
0.525077,0.826955
0.703681,0.491696
0.231907,0.434824
0.725693,0.586725
0.137411,0.572757
0.676616,0.356534
0.419144,0.883588
0.858683,0.292532
0.236852,0.060402
0.482330,0.187684
0.062327,0.258273
0.157184,0.053239
0.908426,0.573852
0.062761,0.693564
0.473518,0.212617
0.437119,0.625639
0.761889,0.603885
0.369567,0.222599
0.934663,0.392048
0.677672,0.135423
0.630709,0.948434
0.741480,0.100151
0.370347,0.186395
0.746422,0.855179
0.919448,0.288744
0.079180,0.660619
0.152307,0.186026
0.825081,0.779310
0.455779,0.245797
0.291226,0.250386
0.645113,0.095011
0.143915,0.410406
0.655674,0.749803
0.630825,0.435675
0.872660,0.093964
0.808766,0.587645
0.605264,0.571722
